Full Name,Age,City,Are you currently a student ?,What is your highest/current education level ?,Are you currently employed ?,"If Yes, what is your monthly income ?",Do you use UPI ?,"If yes, how many UPI transactions do you make in a week?",What is your average monthly spending ?,Do you pay rent ?,"If yes, how much you pay monthly ?",How do you pay your rent ?,"Do you pay bills (electricity, mobile, internet) on time?",How much do you spend on mobile recharges monthly?,How many subscriptions do you pay for?,List your paid subscriptions,How often are you unable to pay subscriptions on time?,What phone type do you use?,Phone brand and model ?,How many hours/day do you use your phone?,Do you actively save a portion of your income?,"If yes, how much do you save per month","If you save money, where do you keep your savings ?",Do you use savings tracking applications ?,Which financial apps do you use regularly?,"Do you have any active EMIs or loans (student loan, mobile EMI, etc.)?","If yes, total EMI amount paid per month?","Have you ever used Buy Now Pay Later (BNPL) services (ZestMoney, LazyPay, Simpl)?",Do you have a financial goal you're saving for?,"If yes, what is the goal?",How soon do you aim to achieve this goal (months)?,Do you have an emergency fund that can cover 3+ months of expenses?,"If faced with an emergency, how would you manage funds?",Do you invest in crypto ?,Do you invest in any of the following ?,Do you participate in charity donations or volunteering?,How long have you been living at your current address (months) ?,How long have you been at your current job/college (months)?
Chameli Menon,24,Jaipur,Yes,UnderGraduate,No,0,Yes,33,7000,Yes,12000,Cash,Always,249,1,Social Media,Sometimes,Mid-Range,Realme Narzo N55,3,No,0,,Yes,"Paytm, Fi, PhonePe",No,0,No,No,,,No,Credit Card,No,"Other, PPF, Mutual Funds",Yes,6,26
Raksha Bawa,20,Bengaluru,Yes,UnderGraduate,No,0,Yes,32,5500,Yes,16000,UPI,Always,399,0,,Never,Mid-Range,Redmi 10 Prime,7,No,0,,Yes,"Groww, Upstox",Yes,3500,No,No,,,No,Credit Card,No,,No,39,37
Ekansh Bassi,22,Chandigarh,Yes,UnderGraduate,No,0,Yes,25,5000,Yes,4500,UPI,Always,299,1,Educational,Always,Mid-Range,Samsung M21,10,No,0,,Yes,"GPay, Paytm, Others",No,0,No,No,,,Yes,Savings,No,"PPF, Other",No,47,9
Zaitra Mangal,18,Guwahati,Yes,UnderGraduate,No,0,Yes,16,6000,Yes,14500,UPI,Always,399,2,"Music, Educational",Always,Mid-Range,Realme 9 Pro,9,No,0,,Yes,CoinSwitch,No,0,No,No,,,No,Friends,No,Other,No,20,44
Agastya Mander,22,Lucknow,Yes,UnderGraduate,Yes,23000,Yes,14,19000,Yes,5500,UPI,Always,399,0,,Never,Budget,Samsung M53,7,Yes,3500,Bank,No,"GPay, Upstox, Fi",No,0,No,Yes,Travel,5.0,No,Friends,No,Other,No,52,21
Bachittar Kuruvilla,21,Ahmedabad,Yes,UnderGraduate,No,0,Yes,33,7500,No,0,,Sometimes,249,2,"Others, Streaming",Never,Budget,Realme GT 2 Pro,5,Yes,1000,Cash,Yes,"Upstox, CoinSwitch",No,0,No,No,,,Yes,Savings,No,Mutual Funds,No,29,42
Bina Palla,19,Varanasi,Yes,UnderGraduate,Yes,59000,Yes,17,56500,No,0,,Always,499,0,,Never,Mid-Range,Poco M3 Pro,6,Yes,6500,Bank,Yes,GPay,Yes,4000,Yes,Yes,Gadget,8.0,Yes,Savings,No,"Mutual Funds, Stocks",No,23,44
Nitara Pathak,19,Nagpur,Yes,UnderGraduate,Yes,29000,Yes,19,23000,Yes,12500,UPI,Always,399,1,Others,Never,Mid-Range,Redmi Note 14 Pro,10,Yes,4500,Bank,No,"CoinSwitch, GPay",No,0,No,Yes,Gadget,7.0,No,Savings,Yes,PPF,Yes,46,19
Samarth Hari,23,Banaras,Yes,PostGraduate,No,0,Yes,27,3500,Yes,12500,UPI,Sometimes,299,2,"Educational, Others",Never,Mid-Range,Poco X3 Pro,7,Yes,2000,Investment Products,Yes,"GPay, Paytm",No,0,No,Yes,Gadget,23.0,Yes,Savings,No,"Stocks, Fixed Deposits, Other",No,49,48
Ekapad Baria,22,Agra,Yes,UnderGraduate,No,0,Yes,18,3500,No,0,,Always,399,0,,Never,Mid-Range,Moto G100,8,Yes,1500,Bank,No,"PhonePe, Others",No,0,No,No,,,No,Savings,Yes,,No,10,47
Inaya Walia,18,Ranchi,Yes,UnderGraduate,No,0,Yes,12,5000,No,0,,Always,199,1,Music,Never,Budget,Realme Narzo 30,8,Yes,3000,Cash,Yes,Others,No,0,No,No,,,No,Other,No,Stocks,No,53,4
Harsh Nadig,22,Noida,Yes,PostGraduate,No,0,Yes,27,2000,Yes,17000,Bank Transfer,Always,399,3,"Streaming, Music, Others",Sometimes,Budget,Moto Edge 20,9,Yes,3500,Wallet Apps,Yes,Groww,No,0,No,Yes,Gadget,17.0,No,Friends,No,,No,57,46
Vasudha Chaudhari,19,Mangalore,Yes,UnderGraduate,No,0,Yes,17,8500,No,0,,Always,299,0,,Never,Mid-Range,Samsung A52,7,No,0,,Yes,Groww,No,0,Yes,Yes,Travel,23.0,No,Friends,No,"Mutual Funds, Fixed Deposits",Yes,40,41
Kalpit Reddy,18,Varanasi,Yes,UnderGraduate,No,0,Yes,31,6500,Yes,6000,Bank Transfer,Always,299,3,"Music, Educational, Others",Sometimes,Mid-Range,Redmi Note 12 Pro,5,Yes,4000,Cash,No,Paytm,No,0,No,Yes,Travel,12.0,No,Savings,Yes,,Yes,32,16
Waida Srinivasan,25,Coimbatore,Yes,PostGraduate,Yes,18000,Yes,26,12500,No,0,,Sometimes,249,1,Educational,Always,Mid-Range,Moto Edge 20,8,Yes,5000,Cash,Yes,Others,No,0,Yes,Yes,Emergency Fund,17.0,Yes,Savings,Yes,"Fixed Deposits, Mutual Funds, Other",No,41,14
Zarna Toor,22,Hyderabad,Yes,PostGraduate,No,0,No,0,4500,Yes,20000,UPI,Always,299,2,"Others, Music",Never,Budget,Realme Narzo 60 Pro,7,No,0,,Yes,"Jar, GPay",Yes,7500,No,No,,,No,Credit Card,No,"PPF, Mutual Funds, Other",Yes,49,19
Lohit Goel,18,Bhopal,Yes,UnderGraduate,No,0,Yes,25,2500,Yes,13000,Cash,Always,299,0,,Never,Budget,Redmi Note 10 Pro,6,Yes,3500,Bank,No,"Jar, Paytm, CoinSwitch",No,0,Yes,Yes,Travel,10.0,No,Other,No,,No,12,3
Ridhi Venkataraman,24,Nagpur,Yes,UnderGraduate,No,0,Yes,16,7500,No,0,,Always,299,0,,Never,Mid-Range,Poco X5 Pro,3,Yes,1500,Investment Products,No,"Others, Groww",Yes,4000,No,No,,,Yes,Savings,No,,No,23,23
Sudiksha Ahluwalia,23,Amritsar,Yes,PostGraduate,No,0,Yes,20,2500,No,0,,Sometimes,399,0,,Never,Mid-Range,Poco X3 Pro,8,Yes,1000,Bank,Yes,"GPay, Jar, Upstox",No,0,No,Yes,Emergency Fund,10.0,No,Savings,No,"Stocks, Mutual Funds, PPF",No,11,42
Ekbal Raja,20,Godda,Yes,UnderGraduate,Yes,22000,Yes,10,21500,Yes,8500,UPI,Always,299,0,,Never,Mid-Range,Realme 9 Pro,3,No,0,,Yes,Groww,No,0,No,Yes,Travel,4.0,Yes,Savings,Yes,PPF,Yes,47,21
Champak Suresh,21,Raipur,Yes,UnderGraduate,Yes,26000,Yes,15,22000,Yes,7500,Bank Transfer,Always,249,2,"Music, Social Media",Never,Mid-Range,Samsung M53,10,Yes,5500,Bank,Yes,Paytm,No,0,No,No,,,No,Friends,No,"Other, Fixed Deposits",No,15,23
Gagan Borra,22,Ajmer,Yes,PostGraduate,Yes,29000,Yes,19,21000,Yes,11000,UPI,Sometimes,599,0,,Never,Mid-Range,Moto G40 Fusion,5,Yes,9500,Wallet Apps,No,"Others, Groww",No,0,No,Yes,Emergency Fund,18.0,Yes,Savings,No,"Fixed Deposits, Other",No,43,28
Yadavi Barman,21,Ludhiana,Yes,UnderGraduate,Yes,17000,Yes,25,10500,No,0,,Always,299,0,,Never,Mid-Range,Moto G100,10,Yes,6000,Investment Products,Yes,"Groww, Others",No,0,No,Yes,Gadget,12.0,Yes,Savings,Yes,"PPF, Fixed Deposits",No,55,33
Hiral Rau,21,Raipur,Yes,UnderGraduate,Yes,17000,Yes,27,15000,No,0,,Always,299,0,,Never,Mid-Range,Poco M6 Pro,9,Yes,1500,Wallet Apps,No,Paytm,No,0,No,No,,,No,Credit Card,No,"Mutual Funds, Fixed Deposits, Other",No,49,39
Chakradev Dash,21,Agra,Yes,UnderGraduate,Yes,43000,Yes,16,31500,No,0,,Never,399,0,,Never,Mid-Range,Realme GT 2 Pro,3,Yes,14500,Bank,Yes,,No,0,Yes,No,,,Yes,Savings,Yes,"Mutual Funds, Fixed Deposits",No,30,39
Jason Tailor,25,Tiruchirappalli,Yes,PostGraduate,No,0,Yes,16,8500,Yes,11000,UPI,Sometimes,299,1,Music,Never,Budget,Samsung M53,4,Yes,3500,Bank,No,"GPay, Groww",No,0,Yes,Yes,Gadget,8.0,Yes,Savings,Yes,,No,6,31
Qarin Kothari,22,Patna,Yes,PostGraduate,Yes,13000,Yes,19,10000,No,0,,Sometimes,399,0,,Never,Mid-Range,Poco X3 Pro,5,Yes,2000,Bank,Yes,"Upstox, Groww, Others",Yes,2500,Yes,Yes,Vehicles,11.0,Yes,Savings,No,PPF,No,59,20
Aditya Bhatia,22,Hyderabad,Yes,UnderGraduate,No,0,Yes,15,2000,Yes,18500,Bank Transfer,Always,399,1,Music,Never,Mid-Range,Realme Narzo 70,6,No,0,,No,"CoinSwitch, PhonePe",No,0,No,Yes,Vehicles,14.0,No,Savings,Yes,"Other, Mutual Funds",No,38,4
Oviya Ratta,20,Surat,Yes,UnderGraduate,No,0,Yes,34,5500,Yes,14000,Bank Transfer,Always,299,2,"Educational, Music",Sometimes,Mid-Range,Samsung A13,3,No,0,,No,Groww,No,0,No,No,,,Yes,Savings,No,"Other, Stocks",Yes,29,37
Dalaja Bains,19,Banaras,Yes,UnderGraduate,Yes,20000,Yes,13,14000,No,0,,Always,399,1,Others,Sometimes,Mid-Range,Redmi Note 10 Pro,9,Yes,5500,Bank,No,"Others, Groww",No,0,Yes,Yes,Other,21.0,Yes,Savings,No,Other,Yes,19,11
Ethan Contractor,20,Chandigarh,Yes,UnderGraduate,Yes,35000,Yes,35,30000,No,0,,Always,499,0,,Never,Mid-Range,Redmi 9,9,Yes,5000,Bank,No,CoinSwitch,No,0,No,Yes,Emergency Fund,7.0,Yes,Savings,No,"Stocks, Mutual Funds, Other",Yes,44,27
Karan Raval,18,Jodhpur,Yes,UnderGraduate,Yes,38000,Yes,12,37000,Yes,11000,UPI,Always,299,1,Others,Sometimes,Mid-Range,Moto G82,8,No,0,,No,"PhonePe, Paytm, Others",No,0,No,No,,,No,BNPL,No,PPF,No,57,42
Yashica Virk,20,Bhopal,Yes,UnderGraduate,No,0,Yes,28,8000,No,0,,Sometimes,249,1,Streaming,Sometimes,Flag-Ship,Samsung M33 5G,10,No,0,,No,,No,0,No,Yes,Travel,15.0,Yes,Savings,No,Stocks,No,18,17
Kamala Sarna,24,Lucknow,Yes,PostGraduate,Yes,31000,Yes,29,25500,No,0,,Always,299,2,"Educational, Music",Never,Budget,Poco F5,5,Yes,4000,Cash,No,"Others, Fi",No,0,No,No,,,Yes,Savings,No,,No,20,18
Idika Goda,24,Surat,Yes,UnderGraduate,Yes,26000,Yes,34,22500,Yes,6000,UPI,Always,299,2,"Educational, Streaming",Sometimes,Budget,Samsung A52,5,Yes,4500,Investment Products,No,"GPay, CoinSwitch",No,0,No,No,,,Yes,Savings,No,,No,42,20
Odika Thaker,18,Shimla,Yes,UnderGraduate,Yes,73000,Yes,15,70000,Yes,14000,UPI,Always,299,2,"Streaming, Others",Never,Mid-Range,Redmi Note 11,6,No,0,,Yes,"Paytm, PhonePe",No,0,Yes,Yes,Vehicles,7.0,Yes,Savings,No,"PPF, Other, Stocks",Yes,33,33
Praneel Shanker,19,Chandigarh,Yes,UnderGraduate,Yes,25000,Yes,25,25500,Yes,14000,Bank Transfer,Always,399,0,,Never,Mid-Range,Poco F1,8,No,0,,Yes,"Upstox, Others",Yes,7000,No,No,,,Yes,Savings,No,PPF,No,10,34
Hitesh Ganesan,19,Visakhapatnam,Yes,UnderGraduate,No,0,Yes,31,5000,Yes,7000,Bank Transfer,Always,499,0,,Never,Budget,Samsung M14 5G,10,Yes,2000,Bank,No,PhonePe,No,0,No,No,,,No,Friends,No,PPF,No,40,29
Isha Rao,23,Bhubaneswar,Yes,PostGraduate,Yes,44000,Yes,23,45500,No,0,,Always,399,0,,Never,Mid-Range,Moto Edge 20,6,No,0,,No,"Upstox, Groww",No,0,No,No,,,No,Credit Card,No,Stocks,No,38,28
Forum Mitter,22,Jodhpur,Yes,PostGraduate,No,0,No,0,7000,Yes,5000,UPI,Always,299,1,Music,Sometimes,Mid-Range,Redmi 10 Prime,3,No,0,,No,Jar,No,0,No,No,,,Yes,Savings,No,,No,56,26
Odika Singhal,25,Ludhiana,Yes,PostGraduate,No,0,No,0,4000,Yes,12500,Cash,Always,299,1,Streaming,Never,Budget,Samsung M33 5G,8,No,0,,Yes,"GPay, PhonePe",Yes,7500,No,Yes,Other,6.0,Yes,Savings,No,Other,Yes,28,20
Anamika Sankaran,21,Shimla,Yes,UnderGraduate,No,0,Yes,21,8500,Yes,7000,Bank Transfer,Always,599,2,"Music, Social Media",Never,Mid-Range,Redmi Note 10,9,No,0,,Yes,GPay,No,0,No,Yes,Vehicles,4.0,No,Friends,No,Mutual Funds,Yes,49,48
Darika Bala,21,Udaipur,Yes,UnderGraduate,Yes,24000,Yes,12,18500,No,0,,Never,199,0,,Never,Budget,Samsung M12,9,Yes,7500,Bank,Yes,"PhonePe, GPay, Paytm",No,0,No,Yes,Vehicles,7.0,Yes,Savings,Yes,Other,No,57,46
Ekani Nanda,19,Bengaluru,Yes,UnderGraduate,Yes,38000,Yes,28,32500,Yes,12000,UPI,Always,399,2,"Educational, Music",Never,Mid-Range,Moto G60,5,Yes,4000,Cash,No,"CoinSwitch, Paytm, PhonePe",No,0,No,Yes,Gadget,24.0,Yes,Savings,No,"Other, Mutual Funds",No,31,33
Pushti Oommen,21,Ghaziabad,Yes,UnderGraduate,No,0,Yes,25,7000,Yes,10000,Cash,Always,299,1,Music,Never,Mid-Range,Realme Narzo N55,10,No,0,,Yes,PhonePe,No,0,No,Yes,Travel,3.0,No,Credit Card,Yes,Mutual Funds,No,22,14
Yashica Lad,23,Nagpur,Yes,UnderGraduate,Yes,70000,Yes,25,65500,Yes,8500,UPI,Always,399,2,"Educational, Social Media",Never,Flag-Ship,Samsung M53,8,Yes,11000,Cash,Yes,"Paytm, CoinSwitch",No,0,No,Yes,Travel,23.0,No,Credit Card,No,,No,60,34
Siya Mahajan,19,Faridabad,Yes,UnderGraduate,No,0,Yes,18,5500,Yes,6000,Cash,Sometimes,499,2,"Music, Streaming",Sometimes,Mid-Range,Redmi Note 10 Pro,4,Yes,4000,Bank,No,"PhonePe, Fi",Yes,8500,No,No,,,Yes,Savings,No,,Yes,33,8
Charles Prabhakar,25,Godda,Yes,PostGraduate,Yes,43000,Yes,13,32500,Yes,5500,UPI,Always,599,3,"Others, Music, Social Media",Never,Flag-Ship,Poco X3 Pro,4,Yes,8500,Bank,Yes,Paytm,No,0,No,No,,,No,Friends,No,"Other, Stocks, Fixed Deposits",No,20,3
Lopa Walia,25,Indore,Yes,PostGraduate,No,0,Yes,21,2000,Yes,10000,UPI,Always,299,2,"Streaming, Music",Sometimes,Budget,Samsung M51,5,No,0,,Yes,"Jar, Paytm",Yes,6500,No,Yes,Other,18.0,No,Friends,No,,No,20,19
Zarna Pall,21,Surat,Yes,UnderGraduate,Yes,13000,Yes,16,10500,No,0,,Sometimes,499,1,Social Media,Always,Mid-Range,Samsung A23,6,Yes,3000,Bank,Yes,GPay,No,0,No,No,,,No,Friends,No,"Fixed Deposits, Mutual Funds",Yes,51,47
Ronith Manne,23,Godda,Yes,PostGraduate,Yes,75000,Yes,10,47500,Yes,5500,Bank Transfer,Always,249,2,"Educational, Others",Never,Mid-Range,Realme Narzo N55,7,Yes,26000,Investment Products,No,"Fi, Upstox",No,0,Yes,No,,,No,Savings,No,,Yes,45,26
Faqid Sharaf,24,Salem,Yes,UnderGraduate,Yes,18000,Yes,10,17000,Yes,12000,Others,Always,299,3,"Streaming, Social Media, Others",Never,Mid-Range,Poco F1,8,Yes,2000,Cash,Yes,"Groww, CoinSwitch, Others",No,0,No,No,,,No,Friends,No,Other,Yes,29,21
Charita Mital,23,Agra,Yes,PostGraduate,Yes,21000,Yes,32,15500,Yes,8000,UPI,Always,399,0,,Never,Flag-Ship,Realme 11 Pro,7,Yes,6000,Investment Products,Yes,"Paytm, Jar, GPay",No,0,No,No,,,No,Credit Card,No,"Fixed Deposits, PPF, Mutual Funds",No,19,6
Indira Shukla,18,Mysuru,Yes,UnderGraduate,Yes,18000,Yes,21,14000,No,0,,Always,299,1,Streaming,Never,Mid-Range,Realme 9 Pro,8,Yes,4000,Bank,Yes,"Jar, Fi, Paytm, Groww",No,0,No,Yes,Travel,22.0,Yes,Savings,No,,No,33,18
Karan Mukhopadhyay,18,Nagpur,Yes,UnderGraduate,Yes,37000,Yes,35,33500,Yes,5500,Bank Transfer,Always,299,1,Educational,Never,Flag-Ship,Samsung A23,3,Yes,6000,Bank,No,Paytm,No,0,No,Yes,Emergency Fund,4.0,Yes,Savings,No,,No,28,40
Maanav Chaudry,23,Indore,Yes,UnderGraduate,Yes,13000,Yes,16,13500,No,0,,Always,299,0,,Never,Budget,Samsung M51,5,No,0,,Yes,"Others, Jar, Groww",No,0,No,No,,,Yes,Savings,No,"PPF, Fixed Deposits",No,52,30
Lopa Rama,25,Chandigarh,Yes,PostGraduate,Yes,47000,Yes,17,42000,Yes,5000,UPI,Always,299,2,"Educational, Music",Sometimes,Mid-Range,Redmi Note 13,3,Yes,7000,Bank,No,"Upstox, PhonePe, Paytm",Yes,8500,No,No,,,Yes,Savings,No,"Mutual Funds, Fixed Deposits, PPF",No,43,13
Vansha Comar,22,Guwahati,Yes,UnderGraduate,Yes,38000,Yes,32,38500,Yes,13500,Bank Transfer,Always,299,2,"Social Media, Others",Never,Flag-Ship,Samsung M32,8,No,0,,Yes,"PhonePe, Upstox",No,0,Yes,No,,,No,Friends,No,Stocks,No,49,12
Meghana Desai,23,Agra,Yes,PostGraduate,No,0,Yes,21,6000,Yes,8000,UPI,Sometimes,299,0,,Never,Mid-Range,Moto G14,6,No,0,,Yes,,No,0,Yes,Yes,Travel,6.0,No,Friends,No,"Mutual Funds, Other",Yes,43,14
Ekani Naik,23,Indore,Yes,PostGraduate,Yes,21000,Yes,30,21500,No,0,,Sometimes,299,2,"Social Media, Educational",Sometimes,Mid-Range,Realme 9 Pro,3,No,0,,Yes,,No,0,No,Yes,Vehicles,20.0,Yes,Savings,No,Other,No,6,39
Rajeshri Kale,20,Ahmedabad,Yes,UnderGraduate,No,0,Yes,21,8500,Yes,4000,Bank Transfer,Always,399,1,Music,Sometimes,Mid-Range,Poco X3 Pro,8,No,0,,Yes,"Others, Upstox, Fi",No,0,No,No,,,Yes,Savings,Yes,Mutual Funds,No,58,16
Ansh Nadig,21,Mangalore,Yes,UnderGraduate,Yes,40000,Yes,34,42500,Yes,6500,UPI,Sometimes,399,2,"Others, Streaming",Never,Budget,Poco F4,7,No,0,,Yes,"CoinSwitch, Upstox",No,0,No,No,,,No,Credit Card,No,,No,29,40
Hemani Ravi,22,Faridabad,Yes,UnderGraduate,Yes,35000,Yes,27,32500,No,0,,Always,299,0,,Never,Flag-Ship,Samsung M33 5G,6,Yes,5000,Investment Products,No,Groww,No,0,No,No,,,No,Credit Card,No,,No,9,21
Nirja Bhattacharyya,21,Lucknow,Yes,UnderGraduate,Yes,36000,Yes,22,30000,Yes,12500,Bank Transfer,Always,399,0,,Never,Mid-Range,Samsung M21,7,Yes,6000,Bank,No,"Paytm, PhonePe, Jar",No,0,No,No,,,Yes,Savings,No,Mutual Funds,No,6,22
Abeer Tara,21,Mumbai,Yes,UnderGraduate,Yes,35000,Yes,28,29000,Yes,19500,UPI,Always,399,2,"Music, Others",Never,Mid-Range,Poco M4 Pro,3,Yes,4000,Bank,No,Upstox,No,0,No,Yes,Gadget,3.0,No,Friends,No,,Yes,6,3
Raagini Bera,22,Gwalior,Yes,UnderGraduate,No,0,Yes,19,5500,Yes,12000,UPI,Always,299,1,Others,Sometimes,Mid-Range,Moto G14,6,No,0,,Yes,"Paytm, CoinSwitch",No,0,No,Yes,Travel,4.0,Yes,Savings,No,"Fixed Deposits, Other",No,22,35
Kala Oza,19,Bengaluru,Yes,UnderGraduate,No,0,Yes,29,6500,No,0,,Always,399,0,,Never,Mid-Range,Samsung M53,6,No,0,,Yes,"PhonePe, Jar",No,0,No,No,,,No,BNPL,No,Stocks,No,27,31
Logan Balakrishnan,21,Godda,Yes,UnderGraduate,No,0,Yes,26,8500,No,0,,Sometimes,499,0,,Never,Mid-Range,Samsung A52,9,No,0,,No,"Jar, Paytm, PhonePe",No,0,No,No,,,Yes,Savings,No,PPF,No,43,20
Elijah Varghese,21,Ludhiana,Yes,UnderGraduate,No,0,Yes,19,6500,Yes,11000,UPI,Always,249,2,"Music, Streaming",Never,Budget,Redmi Note 10,8,No,0,,Yes,"Paytm, CoinSwitch, GPay",No,0,No,No,,,No,Savings,Yes,"Other, Fixed Deposits, PPF",No,42,41
Jeet Sampath,25,Mysuru,Yes,PostGraduate,No,0,Yes,32,2000,Yes,6000,Bank Transfer,Always,299,0,,Never,Budget,Poco X4 GT,8,No,0,,Yes,"Paytm, Jar",No,0,No,No,,,No,Friends,No,,No,53,9
Rachita Bhatti,22,Guwahati,Yes,PostGraduate,Yes,41000,Yes,15,33000,Yes,11500,Bank Transfer,Always,299,1,Streaming,Sometimes,Mid-Range,Poco X6 Neo,4,Yes,10500,Bank,No,CoinSwitch,No,0,No,No,,,Yes,Savings,Yes,"Mutual Funds, Other, PPF",No,37,7
Lila Naidu,21,Kochi,Yes,UnderGraduate,Yes,24000,Yes,28,25500,Yes,5000,UPI,Always,199,1,Others,Sometimes,Mid-Range,Samsung A52,4,No,0,,No,"Groww, CoinSwitch",Yes,4500,No,No,,,Yes,Savings,No,"PPF, Stocks, Fixed Deposits",No,16,26
Upma Gara,23,Vadodara,Yes,PostGraduate,Yes,31000,Yes,32,29500,No,0,,Always,399,0,,Never,Mid-Range,Redmi Note 14 Pro,4,Yes,3500,Investment Products,No,Others,No,0,No,No,,,Yes,Savings,Yes,"Mutual Funds, Stocks",No,7,27
Kamya Shanker,24,Faridabad,Yes,UnderGraduate,Yes,41000,Yes,17,37500,Yes,8500,Cash,Always,399,2,"Music, Educational",Never,Flag-Ship,Redmi Note 11,9,Yes,5500,Bank,Yes,"Others, Upstox",No,0,No,No,,,Yes,Savings,No,"Mutual Funds, Stocks, PPF",No,57,29
Yashodhara Pingle,24,Banaras,Yes,UnderGraduate,No,0,No,0,6000,Yes,13500,Bank Transfer,Always,399,1,Streaming,Sometimes,Mid-Range,Samsung A23,5,No,0,,No,"PhonePe, CoinSwitch",No,0,No,No,,,No,BNPL,No,,No,37,3
Madhav Wable,22,Coimbatore,Yes,UnderGraduate,Yes,24000,Yes,18,23000,Yes,12000,Bank Transfer,Always,499,0,,Never,Mid-Range,Poco M6 Pro,5,No,0,,Yes,"Paytm, GPay",No,0,No,Yes,Travel,15.0,Yes,Savings,No,Other,No,53,8
Shravya Ganesh,22,Amritsar,Yes,PostGraduate,Yes,65000,Yes,18,64500,Yes,5500,UPI,Never,399,1,Educational,Sometimes,Mid-Range,Samsung M53,9,No,0,,Yes,"GPay, Groww",No,0,No,No,,,Yes,Savings,No,,No,48,14
Zansi Yadav,24,Godda,Yes,PostGraduate,Yes,43000,Yes,29,46000,Yes,14000,Cash,Sometimes,599,1,Educational,Sometimes,Mid-Range,Redmi Note 10,3,No,0,,Yes,,No,0,Yes,No,,,No,Credit Card,No,Fixed Deposits,No,18,48
Bachittar Reddy,21,Rajkot,Yes,UnderGraduate,No,0,Yes,24,6500,No,0,,Always,299,2,"Streaming, Educational",Sometimes,Mid-Range,Poco X5 Pro,7,Yes,3500,Bank,No,"Paytm, CoinSwitch",No,0,No,No,,,No,Friends,No,,No,15,41
Chandresh Nagi,24,Agra,Yes,PostGraduate,Yes,43000,Yes,32,32000,Yes,4500,UPI,Always,399,0,,Never,Budget,Moto Edge 40,3,Yes,13500,Cash,No,,No,0,No,Yes,Travel,19.0,Yes,Savings,No,PPF,No,38,6
Jasmit Dhar,20,Meerut,Yes,UnderGraduate,Yes,26000,Yes,18,17000,No,0,,Always,399,0,,Never,Budget,Poco F5,7,Yes,8000,Bank,No,"Others, Fi",No,0,No,No,,,Yes,Savings,No,Fixed Deposits,Yes,21,4
Watika Chopra,22,Bhubaneswar,Yes,PostGraduate,No,0,Yes,26,5500,No,0,,Sometimes,249,1,Streaming,Sometimes,Mid-Range,Samsung A52,7,No,0,,No,"Jar, Others",No,0,No,Yes,Gadget,13.0,No,Credit Card,Yes,"Mutual Funds, Other, Stocks",Yes,35,45
Shravya Dewan,19,Pune,Yes,UnderGraduate,No,0,Yes,31,7500,Yes,19500,Others,Sometimes,499,1,Social Media,Never,Mid-Range,Redmi 10 Prime,6,No,0,,Yes,"PhonePe, Fi",Yes,8500,No,No,,,No,Savings,No,,No,23,11
Chavvi Maharaj,21,Faridabad,Yes,UnderGraduate,Yes,12000,Yes,19,12500,Yes,6000,Others,Always,299,0,,Never,Budget,Poco X6 Neo,6,No,0,,Yes,Fi,No,0,Yes,No,,,No,Savings,No,"Other, PPF, Fixed Deposits",No,38,19
Lipika Dass,22,Jamshedpur,Yes,PostGraduate,Yes,22000,Yes,20,17500,No,0,,Sometimes,249,2,"Social Media, Others",Sometimes,Mid-Range,Realme Narzo 70,7,Yes,6500,Bank,No,Upstox,No,0,No,Yes,Vehicles,16.0,Yes,Savings,No,Other,Yes,42,13
Onkar Sundaram,21,Ludhiana,Yes,UnderGraduate,Yes,21000,Yes,28,21000,Yes,10000,Bank Transfer,Always,299,1,Educational,Never,Mid-Range,Samsung M21,3,No,0,,Yes,"Fi, Groww",Yes,4500,Yes,No,,,Yes,Savings,No,,Yes,17,48
Noah Parmar,21,Faridabad,Yes,UnderGraduate,Yes,15000,Yes,27,11000,Yes,12500,Bank Transfer,Always,299,1,Educational,Never,Budget,Samsung A23,4,Yes,4000,Bank,Yes,"Fi, GPay, Jar",No,0,No,Yes,Travel,6.0,Yes,Savings,No,PPF,Yes,7,31
Bakhshi Das,22,Udaipur,Yes,PostGraduate,Yes,31000,Yes,24,23500,Yes,9500,Cash,Always,399,3,"Educational, Music, Social Media",Never,Mid-Range,Poco M6 Pro,8,Yes,9500,Bank,Yes,Paytm,Yes,5500,No,Yes,Gadget,11.0,No,Credit Card,No,Other,Yes,6,23
Hamsini Murty,20,Noida,Yes,UnderGraduate,No,0,Yes,15,8500,Yes,11500,Cash,Never,499,2,"Educational, Social Media",Sometimes,Budget,Samsung A73,8,No,0,,Yes,"CoinSwitch, GPay, Jar",No,0,No,Yes,Travel,14.0,Yes,Savings,Yes,Other,Yes,12,19
Tanvi Mandal,24,Tiruchirappalli,Yes,PostGraduate,Yes,18000,Yes,10,18500,Yes,7500,Cash,Always,399,1,Social Media,Sometimes,Mid-Range,Samsung M51,10,No,0,,No,"GPay, PhonePe",No,0,No,Yes,Vehicles,20.0,Yes,Savings,Yes,,No,39,44
Azaan Wagle,24,Agra,Yes,UnderGraduate,No,0,Yes,18,4500,Yes,8000,Bank Transfer,Sometimes,599,1,Streaming,Sometimes,Budget,Samsung A52,10,No,0,,Yes,"Jar, Fi, Paytm",No,0,No,No,,,No,Savings,Yes,"Mutual Funds, PPF",No,19,39
